Landmark Pair,Front (degrees),Right (degrees),Left (degrees)
15_13_11,70.76733697187962,93.43211036765737,136.2214165103693
12_14_16,118.55092089781118,161.30158295574137,109.73816218476712
13_11_23,117.850258379744,50.59966319425269,52.1208138445622
14_12_24,154.3834744564936,52.547083433644325,46.34056361220262
11_23_25,69.41679079707008,18.07390172941418,6.429004159241573
12_24_26,88.96038467228374,16.20707248560419,16.091452713315686
23_25_27,17.842808624025263,31.885307570421663,168.52684839877023
24_26_28,165.24767516906283,38.63403043719834,33.596331514736576
