Landmark Pair,Front (degrees),Right (degrees),Left (degrees)
15_13_11,N/A,179.7552380627374,176.90664594065535
12_14_16,N/A,173.45325450155823,171.9217609623445
13_11_23,N/A,1.4293217849438362,10.26292139708745
14_12_24,N/A,11.718936279551981,1.1097440472607705
11_23_25,N/A,177.77990466433602,173.5721863237918
12_24_26,N/A,173.88536792039662,177.60162792200262
23_25_27,N/A,179.69582527980594,163.72605565781473
24_26_28,N/A,164.58551519982362,174.75597751433415
