Landmark Pair,Front (degrees),Right (degrees),Left (degrees)
15_13_11,179.93773964716232,62.6313703661298,69.3437104378342
12_14_16,70.84838883035096,78.56732362670834,58.814063746621166
13_11_23,99.95449477760512,3.210038539112975,4.342197077659899
14_12_24,174.55439329869162,0.6066949101034623,2.9691668035155856
11_23_25,20.990013617387266,162.59988997143736,25.010321017725836
12_24_26,29.235572586647834,32.10737430180047,167.14558910931103
23_25_27,38.25556429001724,160.33183855812146,29.242460658616256
24_26_28,24.60845001757196,37.96681578737463,161.69155102423997
