Landmark Pair,Front (degrees),Right (degrees),Left (degrees)
15_13_11,61.302654328170384,173.90185016701932,77.84746036660908
12_14_16,139.40923081385023,176.21739418541372,174.72351194763894
13_11_23,159.87155765403298,50.33440814949277,84.28693409631597
14_12_24,160.13491098829243,22.06840713942686,55.98995233828086
11_23_25,23.722482720582647,83.10415954854898,8.736805700555227
12_24_26,7.16735614222924,9.236961445323,72.89111692295475
23_25_27,3.2733462271734934,129.62051522548254,156.84046189799795
24_26_28,19.34126560193191,155.7805436716702,117.81845013135248
